INDEX,DOWNLOAD_TIME,DATE,TITLE,SUMMARY
11,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The cutest and comfiest twin XL bedding to make your dorm truly unique,"Bedding is always a must no matter what type of housing you're living in for college. We've compiled a list of our favorite bedding essentials, like bedding sets, mattress toppers and more."
12,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best products under $50 at the Nordstrom Anniversary Sale,"The Nordstrom Anniversary Sale is still happening, and from now until Aug. 8, there are plenty of steep discounts to take advantage of. Clothes for men, women and kids, accessories, home goods, beauty products and more are all among the deals, with many items below $50 — good news for those who are really looking to save on the department store's designer offerings."
13,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Your guide to the best deals in Apple's Amazon store,"Yes, Apple has a shop on Amazon. And that means you can get official Apple products with free Prime shipping, and even better, it's almost the whole product line — from iPhones to silicone cases and Apple Watches to accessories, all the way to the Mac and almost everything in between."
14,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best silk pillowcases of 2021,"Silk pillowcases are having a moment, bolstered by claims they can help reduce wrinkles, acne and even frizziness in hair — all while giving you a better night's sleep."
15,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop today: Adidas, Macy's, Apple and more","Today, you'll find a deal on dorm room essentials, a discounted Apple TV 4K and savings on The Mirror. All that and more below."
16,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"You can now earn 80,000 bonus points for your next American Airlines flight with the Citi Premier credit card","The Citi Premier Card is a top mid-tier credit card that comes with a sizable 80,000-point sign-up bonus and earns Citi ThankYou Rewards points which, for a limited time, can be transferred into American Airlines AAdvantage miles at a 1-to-1 ratio."
17,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The coolest dorm decor under $100, according to interior designers","From decor and bathroom essentials to bedding, we spoke with interior designers about how to make a dorm feel like home, and really stand out."
18,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,We spent July testing dozens of products: Here are 27 we loved,"We're committed to highlighting the best products out there, so we've decided to curate roundups of our favorite products we try each month. What did we love in July, you ask? Keep reading to check out the products we're now obsessed with."
19,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Activewear favorite Girlfriend Collective just launched a men's collection,"Sustainable brand Girlfriend Collective, known for bright, comfy activewear as well as a focus on the end use of its clothing, has just launched its first collection for men on Aug. 3 — and it's just as cool and sporty as its collection for the ladies."
20,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"CNN Underscored, As Seen On 'New Day'","Products, reviews and recommendations from CNN Underscored as seen on CNN's 'New Day'."
21,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"Ilia's newest mascara is thick, luxurious falsies in a tube","Instagram-famous beauty brand Ilia just took its makeup line to a whole new level with the release of its latest product, the Fullest Volumizing Mascara. This latest lash product is bringing the drama in all the best ways."
22,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best SAD light therapy lamps of 2021,"We tested the top-rated SAD light therapy lamps on the market from brands like Verilux, Circadian and more to find the best options out there."
23,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Magic Bullet just launched the compact air fryer your countertop has been waiting for,"Air fryer world, look out: Magic Bullet is coming for you. The company that brought you the cult-favorite compact yet powerful blender is now venturing into convectional crisping territory with its new Magic Bullet Air Fryer."
24,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"Vivid Seat's 100% Buyer Guarantee gives you full peace-of-mind, safety, and security","Now that events are back since the pandemic, you can rely on Vivid Seats to guarantee you'll get the best seat in the house for your favorite events."
25,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Your guide to the best deals in Apple's Amazon store,"Yes, Apple has a shop on Amazon. And that means you can get official Apple products with free Prime shipping, and even better, it's almost the whole product line — from iPhones to silicone cases and Apple Watches to accessories, all the way to the Mac and almost everything in between."
26,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop today: Wayfair, Instant Pot, Overstock and more","Today, you'll find a deal on rechargeable batteries and a charger, a discounted Instant Pot and savings on bedding, mattresses and bath at Allswell. All that and more below."
27,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,19 school planners that will make you want to stay organized,"This year in particular, it's essential to find a quality planner to keep track of assignments and extracurriculars. We've compiled a list of the best planners with a variety of contents, varying from simple designs to ones focused on wellness."
28,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best portable chargers of 2021,"We spent several weeks testing portable chargers — draining devices, charging them up and calculating capacities. Ultimately, we found three winners that each stole the show in their own way."
29,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Chase adds new transfer partner to its Ultimate Rewards credit cards,"Chase Ultimate Rewards points earned on credit cards such as the Chase Sapphire Reserve, Chase Sapphire Preferred Card and the Ink Business Preferred Credit Card can now be transferred to Air Canada's Aeroplan frequent flyer program."
30,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,TCL's new $499 smartphone gets you 5G and a nearly perfect display,TCL isn't yet a mainstay in the phone market — the company debuted with two solid options last year and is back with the TCL 20 Pro 5G. And we've spent several weeks with the flagship midrange handset.
31,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best back-to-school clothing sales for kids of all ages,"Back-to-school sales are practically an institution, and with in-person classes picking up steam again for this year, it's time to get little ones (and big kids!) equipped for school."
32,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best linen sheets of 2021,"We tested 10 linen sheet sets from brands like Parachute, Brooklinen and more. All of them provided an upgraded sleep experience compared to basic cotton sheets. After many nights of sleep, we found four sheet sets to be the best."
33,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop today: Mirror, Under Armour, Sony and more","Today, you'll find a deal on our pick for best over-ear headphones, a discounted Cosori Air Fryer and savings on back-to-school styles from Under Armour. All that and more below."
34,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,20 Amazon products our readers were obsessed with in July,"From cable clips to silicone snack bags, check out the 20 products Underscored readers loved most in July."
35,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,20 backpacks that you'll cherish for years,"Whether you're dealing with long workdays or tons of homework, everyone needs a quality, sturdy backpack in their life. We've compiled a list of our ultimate favorites so you can come to class or work prepared for tests, presentations and more."
36,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,21 bucket hats that will make your summer wardrobe even cooler,"Once seen as simply a fisherman's hat used to protect from sun and other elements, the bucket hat is back, and ready to make a new statement."
37,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,These credit cards are offering the best limited-time bonuses in August,"If you want to earn as many points or miles as possible when you sign up for a credit card, these cards are offering the best limited-time bonus opportunities."
38,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Keep your dorm organized with these 20 products under $20,"Organizing all your things in a dorm room can be a huge task. And to make matters trickier, dorm rooms are typically very, very small. We asked experts to help us pick out 20 of the absolute best dorm room organizers, all priced under $20."
39,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Everlane just dropped new swimwear styles and colors in time for summer,Everlane's recent swimwear launch is already getting a refresh with several new styles and colors and you're going to love the brand's latest swimwear iterations that are available now.
40,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best cast-iron skillets of 2021,"We tested leading cookware to find the best cast-iron skillet, a versatile pan that can handle everything from steaks to cornbread, and with care can last a lifetime."
41,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best white noise machines of 2021,"Noise can affect sleep for better or worse. White noise machines that emit just that — consistent noise — fall squarely in the ""better"" category. Thumping upstairs neighbors or a door slamming are in the ""worse"" category, but they don't wake you up just because they're loud; it's the sudden change in sound consistency that actually does that. Constant white noise like the kind produced by a white noise machine has been shown to improve sleep quality because it helps mask sudden bursts of noise that may help some people more easily fall and stay asleep."
42,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Looking to upgrade your WFH setup? Here's how YouTuber Sean Chandler works,Want to be a YouTuber? Here's what online movie critic Sean Chandler uses to make his popular videos from home.
43,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best cooling sheets for hot sleepers, according to experts","As your bedroom gets hotter and the temperature keeps rising, upgrading to cooling sheets can help you get some quality shut-eye this summer. We talked to experts for some advice on which sheets are the best."
44,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Save on supplies for next semester with these back-to-school sales,"You'll find deals on all sorts of supplies, including tech, dorm decor, clothes and more. Read on to find out where to spend your money smartly before class is back in session."
45,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Do you have one of the 10 best credit cards of August 2021?,"If you're looking for a new credit card this month, our guide to the best credit cards takes you through the pros and cons of all the cards that earn cash back, travel points, or ones that can help you pay down your debt."
46,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop this weekend: Casper, Apple, BaubleBar and more","This weekend, you'll find a deal on PhoneSoap, a discounted Apple MagSafe Charger and savings on jewelry from BaubleBar. All that and more below."
47,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Everything you need to host the perfect summer barbecue,"All you need to create a backyard barbecue party is good food, lots of comfortable seating options and a fun crowd. But if you want to elevate the experience to the summer barbecue of the season, shop these outdoor dining accessories from Amazon.ca and more, and set the mood for a party to remember."
48,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best white noise machines of 2021,"We tested eight top-rated machines, aiming for devices with a variety of sound options and great volume control for heavy and light sleepers alike. After two months, two stood above the rest."
49,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,13 sheet sets perfect for summer sleeping,
50,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Find relief from chronic stress with Apollo Neuro's scientifically validated tech,No one needs to remind you these are stressful times. And there's one proven stress reliever that you can wear on your wrist: Apollo Neuro. Apollo Neuro is a stress relief wearable device that fits on your wrist or ankle and is backed by years of research.
51,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best soundbars of 2021,"As TVs slim down, picture quality keeps getting better while built-in audio continues to deteriorate. That's why, as we note in our best TVs guide, it makes sense to pair your TV — even a brand-new model — with a soundbar."
52,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"This chic Australian luggage brand is the next big thing in innovative, personalizable carry-ons","Melbourne-based brand July launched in 2019 but arrived stateside this month, and its luggage sports a handful of unique features we haven't seen anywhere else."
53,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,We tried the new Keurig K-Supreme Plus Smart brewer and it's the highlight of our morning,"Unfortunately, my dream of the perfect autopilot coffee experience has always been missing something — that is, until I tried the new Keurig K-Supreme Plus Smart Brewer. I can confidently say it requires nothing more than picking a pod from a box to get a delicious, quick cup of joe."
54,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best soundbars of 2021,"As TVs slim down, picture quality keeps getting better while built-in audio continues to deteriorate. That's why, as we note in our best TVs guide, it makes sense to pair your TV — even a brand-new model — with a soundbar."
55,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,21 must-have items for your next trip to Disney,"Packing for a trip to a Disney park doesn't need to be complicated; you just need to be prepared. From ponchos to MagicBands and comfortable shoes, we spoke to experts about the essentials for your next Disney trip."
56,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,13 kitchen gadgets that take the stress out of meal prepping,"Meal prep is a great way to save money and time, and to improve your health. But meal prep can be hugely challenging to get right. We asked two meal prep experts for the tools they swear by for meal prepping."
57,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop today: Dyson, Eero, Spanx and more","Today, you'll find a deal on our pick for best mesh Wi-Fi router, a discounted Dyson vacuum and savings on cookware and more from Sur La Table. All that and more below."
58,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,25 phenomenal beauty products our editors can't live without,"At Underscored, we try hundreds of beauty products each year, but what are the beauty products we can't live without? From hair tools to facial cleansers to nail polish, we've rounded up some phenomenal products that we think are worth every penny."
59,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,18 products to help you master the Mediterranean diet,"The Mediterranean Diet consistently ranks as one of the healthiest overall diets. From knives and skillets to fresh fish and snacks, you can build your seaside happy place with these recommended buys."
60,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"Open Farm's high-quality, sustainably sourced pet food helps your dog or cat live a healthier life","If you're an animal lover, odds are you want the best for your pets — but the best for your pets doesn't have to come at a huge cost to the planet. That's where Open Farm differs from every other healthy pet food company out there."
61,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"These fan-favorite countertop appliances from KitchenAid are available refurbished, at a lower cost","Not everyone has an endless budget to spend on the tools they need for their dream kitchen. Luckily, there are some brilliant ways to save on high-end appliances, and KitchenAid offers one of the lesser known but best: a Certified Countertop Refurbished Program so your appliances perform like new but cost way less."
62,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,This $30 gadget makes controlling your garage door a snap — here's why you need it,"The Chamberlain MyQ Smart Garage Control explains itself with the name. For $29.98, it sets out to be a catchall solution for remote access to a garage door complete with intelligent features. By definition, it's an entry-level smart home gadget — and not one that requires you to jump into the deep end of the smart home world."
63,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best kitchen knife sets of 2021,
64,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"From bikes to basketballs, 19 storage solutions for all your sports equipment","Organizing sporting equipment can be a challenge because so much of it is bulky and oddly shaped. With the help of home organization experts, we rounded up some of the best options for storing sporting goods of all kinds."
65,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best kitchen knife sets of 2021,"Over several weeks, we put the 11 top-rated knife sets to the test. We chopped. We diced. We sliced. We minced. We trimmed. We peeled. We cored. In the end, we came up with three winners any home chef would find to be — er — a cut above the rest."
66,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best products to splurge on from Nordstrom's Anniversary Sale,"The 2021 Anniversary Sale is packed with justifiable-or-just-about deals on splurges like luxe (but practical!) women's and men's clothes, home decor upgrades like weighted plush blankets and pampering beauty and skin care products."
67,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,Here are the most stylish deals to shop at Nordstrom's Anniversary Sale,"The annual Nordstrom Anniversary Sale is here, and it's bigger than ever. This year, the sale takes place from July 28 through August 8 (though Nordstrom card holders can shop Early Access starting July 16)."
68,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,"The best sales to shop today: Nordstrom, Rocketbook, Leesa and more","Today, you'll find a deal on our favorite liquid eyeliner, discounted Leesa mattresses and savings on power tools from The Home Depot. All that and more below."
69,2021-08-04 15:01:01.824100,2021-08-04 15:01:00,The best water bottles of 2021,"We tested water bottles for months, measuring their thermoregulation, durability, drinkability and more. After all our tests, two contenders rose to the top as the best water bottles of 2021."
