INDEX,DOWNLOAD_TIME,DATE,TITLE,SUMMARY
10,2022-10-10 08:08:30.219922,2022-03-22 16:43:47,"These were the best and worst places for air quality in 2021, new report shows","Air pollution spiked to unhealthy levels around the world in 2021, according to a new report."
11,2022-10-10 08:08:30.219922,2022-03-20 07:01:50,Big-box stores could help slash emissions and save millions by putting solar panels on roofs. Why aren't more of them doing it?,"As the US attempts to wean itself off its heavy reliance on fossil fuels and shift to cleaner energy sources, many experts are eyeing a promising solution: your neighborhood big-box stores and shopping malls."
12,2022-10-10 08:08:30.219922,2022-09-26 11:25:17,"Lady Gaga, Brad Pitt and Robert Downey Jr. star in striking portrait series","A celebrity's image can be quickly shaped by a single photograph, TikTok video or news headline, but in Robert Wilson's staged video portraits shot over the past two decades, he invites viewers to slow down — way down -— with hours-long poses held by celebrities including Lady Gaga, Brad Pitt and Isabella Rossellini."
13,2022-10-10 08:08:30.219922,2022-10-04 11:35:02,Bella Hadid's spray-on dress goes viral at Paris Fashion Week,"It is the buzziest moment of Paris Fashion Week so far. On Friday evening, Bella Hadid closed French label Coperni's Spring-Summer 2023 show with a dress that was sprayed on in front of a live audience."
14,2022-10-10 08:08:30.219922,2022-09-29 13:31:34,Why the metaverse won't fix our IRL beauty standards,Avatars are nothing new — and nor is the idea that we care about how we look online.
15,2022-10-10 08:08:30.219922,2022-02-21 00:52:54,Photographer's surreal family portraits are literally breathtaking,Having a family portrait taken by Haruhiko Kawaguchi comes with one unusual condition: That he wrap your entire house in plastic and then vacuum-seal you into an airtight bag.
16,2022-10-10 08:08:30.219922,2022-08-16 16:33:18,The rise of South Korea's virtual influencers,"She's got more than 130,000 followers on Instagram, where she posts photos of her globetrotting adventures. Her makeup is always impeccable, her clothes look straight off the runway. She sings, dances and models -- and none of it is real."
17,2022-10-10 08:08:30.219922,2022-09-02 14:29:39,China's new spiral skyscraper is among the world's most 'twisted' buildings,"One of the world's most twisted towers has been unveiled in Chongqing, China."
18,2022-10-10 08:08:30.219922,2022-10-06 10:18:09,American tourist smashes two sculptures in the Vatican,"Just when you thought the summer of tourists behaving badly was over, another person on vacation wrecks another priceless artifact."
19,2022-10-10 08:08:30.219922,2022-01-24 09:49:27,The Italian village that doesn't speak Italian,"Nicknamed Italy's ""Little Provence,"" Sancto Lucio de Coumboscuro is an isolated village in almost every sense."
20,2022-10-10 08:08:30.219922,2022-09-30 13:10:12,The couple who spent their honeymoon riding an African iron ore train,"When planning a honeymoon, many couples go for obvious destinations like Paris, the city of love, or the Maldives, with its stunning azure waters."
21,2022-10-10 08:08:30.219922,2022-10-03 08:53:44,The floating palaces wowing the Monaco Yacht Show,"The world is in turmoil. The specter of global conflict lurks on the horizon. Energy prices are putting the squeeze on millions. Covid lingers. But in Monaco, at the yachting world's most glamorous event, it's business as usual."
22,2022-10-10 08:08:30.219922,2022-09-23 18:38:40,World's best airline for 2022 named,"From Covid to chaos, it's been another bumpy year for the aviation industry. In much of the northern hemisphere, the busy summer season was beset by delays and cancellations, while in the United States a new study this week found that airplane passenger satisfaction is declining across the board."
23,2022-10-10 08:08:30.219922,2022-02-15 23:30:08,Sign up for our 9-part Italy travel and food newsletter,
24,2022-10-10 08:08:30.219922,2022-06-02 21:59:44,TikTok star shares her breastfeeding journey and excess milk to help others,"With no end in sight to the baby formula shortage, lifestyle content creator and new mom Lucie Fink is stepping up to help babies in need. She's donating her excess breast milk, and she credits her TikTok and Instagram followers with inspiring her to help."
25,2022-10-10 08:08:30.219922,2022-06-16 17:28:30,"After 40 days in a bomb shelter, two Ukrainian refugees and 17 dogs are ready to start a new life in Poland","When CNN Hero Aaron Jackson welcomed the first group of dogs from Ukraine to the abandoned animal shelter he's reopened in Poland, he also took in two refugees who shared an amazing story of survival."
26,2022-10-10 08:08:30.219922,2022-06-10 00:19:05,This CNN Hero solves an often invisible problem by providing 'Undies for Everyone',It's not every day you meet a rabbi from Texas with a thing for underwear.
27,2022-10-10 08:08:30.219922,2022-10-10 08:08:00,0% intro APR until 2024 is 100% insane,
28,2022-10-10 08:08:30.219922,2022-10-10 08:08:00,It's official: now avoid credit card interest into 2024,
